time,seconds_elapsed,bpm
1718294030768804000,1609.8288041992187,151
1718294035768804000,1614.8288041992187,149
1718294040768804000,1619.8288041992187,146
1718294045768804000,1624.8288041992187,144
1718294046768804000,1625.8288041992187,144
1718294051768804000,1630.8288041992187,143
1718294060768804000,1639.8288041992187,139.00000000000003
1718294063768804000,1642.8288041992187,139.00000000000003
1718294069768804000,1648.8288041992187,139.00000000000003
1718294073768804000,1652.8288041992187,139.00000000000003
1718294078768804000,1657.8288041992187,138
1718294081768804000,1660.8288041992187,137
1718294088768804000,1667.8288041992187,140
1718294095768804000,1674.8288041992187,139.00000000000003
1718294096768804000,1675.8288041992187,138
1718294101768804000,1680.8288041992187,137
1718294106768804000,1685.8288041992187,136
1718294115768804000,1694.8288041992187,135
1718294120768804000,1699.8288041992187,135
1718294124768804000,1703.8288041992187,135
1718294127768804000,1706.8288041992187,135
1718294133768804000,1712.8288041992187,134
1718294138768804000,1717.8288041992187,136
1718294143768804000,1722.8288041992187,137
1718294150768804000,1729.8288041992187,139.00000000000003
1718294154768804000,1733.8288041992187,141
1718294156768804000,1735.8288041992187,141
1718294164768804000,1743.8288041992187,143
1718294168768804000,1747.8288041992187,143
1718294171768804000,1750.8288041992187,142
1718294179768804000,1758.8288041992187,140
1718294181768804000,1760.8288041992187,140
1718294189768804000,1768.8288041992187,139.00000000000003
1718294192768804000,1771.8288041992187,139.00000000000003
1718294198768804000,1777.8288041992187,138
1718294203768804000,1782.8288041992187,140
1718294207768804000,1786.8288041992187,140
1718294214768804000,1793.8288041992187,137
